Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
04/02/2020,2020.0,BMW X3,42756.0,4.0,Africa,Morocco,Dealership
04/02/2020,2020.0,BMW 4 Series,114256.0,5.0,Africa,Nigeria,Dealership
04/02/2020,2020.0,BMW X6,46565.0,2.0,North America,United States,Wholesale
05/02/2020,2020.0,BMW i8,99152.0,5.0,Asia,Japan,Wholesale
05/02/2020,2020.0,BMW 2 Series,42105.0,1.0,Africa,Nigeria,Dealership
05/02/2020,2020.0,BMW X5,34223.0,4.0,Africa,Morocco,Wholesale
06/02/2020,2020.0,BMW M3,91323.0,3.0,Asia,India,Dealership
06/02/2020,2020.0,BMW X7,105927.0,4.0,Africa,Egypt,Wholesale
06/02/2020,2020.0,BMW i8,118421.0,3.0,North America,United States,Wholesale
07/02/2020,2020.0,BMW X7,117108.0,3.0,South America,Argentina,Dealership
07/02/2020,2020.0,BMW 3 Series,39926.0,4.0,North America,United States,Wholesale
07/02/2020,2020.0,BMW 8 Series,84840.0,3.0,South America,Colombia,Wholesale
08/02/2020,2020.0,BMW X5,69280.0,5.0,Asia,South Korea,Wholesale
08/02/2020,2020.0,BMW X3,80064.0,1.0,Asia,Thailand,Wholesale
08/02/2020,2020.0,BMW M8,64055.0,2.0,Asia,South Korea,Dealership
08/02/2020,2020.0,BMW X6,50523.0,3.0,Africa,Nigeria,Dealership
08/02/2020,2020.0,BMW X2,102604.0,3.0,South America,Colombia,Wholesale
09/02/2020,2020.0,BMW X1,58386.0,4.0,Africa,Egypt,Dealership
09/02/2020,2020.0,BMW 1 Series,118436.0,5.0,Asia,China,Dealership
09/02/2020,2020.0,BMW 2 Series,56250.0,2.0,Europe,United Kingdom,Wholesale
09/02/2020,2020.0,BMW 3 Series,35605.0,3.0,Europe,France,Wholesale
09/02/2020,2020.0,BMW X1,115991.0,5.0,Asia,Thailand,Wholesale
10/02/2020,2020.0,BMW M3,98858.0,2.0,Asia,India,Wholesale
11/02/2020,2020.0,BMW M8,79683.0,4.0,South America,Brazil,Wholesale
12/02/2020,2020.0,BMW 7 Series,108807.0,3.0,Europe,Italy,Dealership
12/02/2020,2020.0,BMW M4,76072.0,4.0,North America,United States,Wholesale
14/02/2020,2020.0,BMW M5,119096.0,4.0,Europe,United Kingdom,Wholesale
14/02/2020,2020.0,BMW 4 Series,38577.0,3.0,Europe,Spain,Wholesale
15/02/2020,2020.0,BMW M8,105630.0,5.0,Europe,Germany,Wholesale
15/02/2020,2020.0,BMW 8 Series,38048.0,5.0,Africa,Egypt,Dealership
16/02/2020,2020.0,BMW M8,112246.0,4.0,South America,Brazil,Wholesale
16/02/2020,2020.0,BMW 3 Series,93872.0,4.0,North America,Mexico,Dealership
16/02/2020,2020.0,BMW M3,46211.0,1.0,Europe,United Kingdom,Dealership
16/02/2020,2020.0,BMW 7 Series,32587.0,2.0,South America,Chile,Wholesale
16/02/2020,2020.0,BMW i8,100220.0,4.0,Asia,South Korea,Wholesale
16/02/2020,2020.0,BMW X1,33877.0,4.0,North America,United States,Dealership
18/02/2020,2020.0,BMW X5,51162.0,2.0,North America,United States,Dealership
19/02/2020,2020.0,BMW X7,66636.0,3.0,Africa,South Africa,Wholesale
19/02/2020,2020.0,BMW M5,80157.0,5.0,North America,Canada,Dealership
19/02/2020,2020.0,BMW X7,94990.0,3.0,Asia,South Korea,Dealership
20/02/2020,2020.0,BMW X4,47673.0,2.0,South America,Brazil,Wholesale
20/02/2020,2020.0,BMW Z4,91895.0,2.0,North America,Mexico,Wholesale
20/02/2020,2020.0,BMW Z4,30327.0,1.0,South America,Peru,Dealership
22/02/2020,2020.0,BMW 8 Series,45212.0,1.0,North America,Canada,Wholesale
23/02/2020,2020.0,BMW i8,81318.0,5.0,Asia,Thailand,Wholesale
23/02/2020,2020.0,BMW X3,78484.0,4.0,Asia,Thailand,Dealership
23/02/2020,2020.0,BMW 8 Series,96556.0,2.0,Africa,Egypt,Wholesale
24/02/2020,2020.0,BMW Z4,94823.0,1.0,Europe,Germany,Wholesale
24/02/2020,2020.0,BMW 2 Series,106015.0,3.0,Europe,United Kingdom,Wholesale
24/02/2020,2020.0,BMW Z4,82022.0,1.0,Africa,South Africa,Dealership
24/02/2020,2020.0,BMW X2,36575.0,3.0,North America,United States,Wholesale
24/02/2020,2020.0,BMW Z4,36294.0,1.0,North America,United States,Wholesale
25/02/2020,2020.0,BMW 1 Series,33005.0,3.0,North America,Mexico,Wholesale
25/02/2020,2020.0,BMW 6 Series,115380.0,1.0,Europe,Italy,Wholesale
26/02/2020,2020.0,BMW M5,80622.0,1.0,Asia,Japan,Dealership
27/02/2020,2020.0,BMW M3,49564.0,5.0,North America,Mexico,Wholesale
27/02/2020,2020.0,BMW i4,106086.0,4.0,North America,United States,Wholesale
27/02/2020,2020.0,BMW M4,67210.0,2.0,Europe,France,Dealership
27/02/2020,2020.0,BMW X5,102649.0,4.0,Asia,Thailand,Wholesale
27/02/2020,2020.0,BMW 2 Series,34655.0,5.0,Asia,China,Dealership
27/02/2020,2020.0,BMW iX3,33372.0,3.0,Europe,United Kingdom,Dealership
27/02/2020,2020.0,BMW X2,81179.0,4.0,North America,United States,Wholesale
27/02/2020,2020.0,BMW X3,67976.0,2.0,Africa,Egypt,Dealership
28/02/2020,2020.0,BMW Z4,66241.0,2.0,Africa,Egypt,Wholesale
28/02/2020,2020.0,BMW X2,69840.0,3.0,Asia,Thailand,Dealership
28/02/2020,2020.0,BMW i8,65120.0,2.0,North America,United States,Wholesale
01/03/2020,2020.0,BMW 6 Series,109066.0,5.0,South America,Colombia,Wholesale
01/03/2020,2020.0,BMW X7,71994.0,4.0,South America,Peru,Wholesale
01/03/2020,2020.0,BMW Z4,99890.0,2.0,Africa,Nigeria,Wholesale
01/03/2020,2020.0,BMW X3,58964.0,4.0,South America,Colombia,Wholesale
01/03/2020,2020.0,BMW X6,104089.0,1.0,Europe,Germany,Wholesale
01/03/2020,2020.0,BMW Z4,64426.0,4.0,North America,Mexico,Dealership
02/03/2020,2020.0,BMW X3,63622.0,3.0,Africa,Nigeria,Wholesale
02/03/2020,2020.0,BMW X5,71104.0,5.0,South America,Colombia,Wholesale
02/03/2020,2020.0,BMW M8,48447.0,2.0,North America,United States,Wholesale
02/03/2020,2020.0,BMW 1 Series,81332.0,5.0,North America,Mexico,Wholesale
03/03/2020,2020.0,BMW M5,109048.0,4.0,South America,Peru,Dealership
03/03/2020,2020.0,BMW X1,85387.0,2.0,North America,Mexico,Wholesale
03/03/2020,2020.0,BMW M3,55939.0,5.0,Asia,Thailand,Dealership
04/03/2020,2020.0,BMW iX3,51788.0,3.0,Asia,Japan,Dealership
05/03/2020,2020.0,BMW M3,108488.0,1.0,Europe,France,Wholesale
06/03/2020,2020.0,BMW 6 Series,47206.0,1.0,Europe,France,Wholesale
06/03/2020,2020.0,BMW iX,118022.0,3.0,Africa,Morocco,Wholesale
07/03/2020,2020.0,BMW 2 Series,76123.0,1.0,North America,United States,Wholesale
07/03/2020,2020.0,BMW M8,56654.0,3.0,Europe,United Kingdom,Wholesale
07/03/2020,2020.0,BMW i3,65391.0,4.0,Africa,South Africa,Wholesale
09/03/2020,2020.0,BMW iX3,103292.0,3.0,Africa,Egypt,Wholesale
09/03/2020,2020.0,BMW 7 Series,119086.0,1.0,Asia,China,Dealership
09/03/2020,2020.0,BMW 8 Series,54486.0,4.0,North America,Mexico,Wholesale
09/03/2020,2020.0,BMW 5 Series,82545.0,3.0,Asia,India,Wholesale
10/03/2020,2020.0,BMW M4,81516.0,3.0,South America,Colombia,Dealership
10/03/2020,2020.0,BMW 2 Series,89424.0,4.0,Asia,Japan,Wholesale
12/03/2020,2020.0,BMW 8 Series,34015.0,2.0,Asia,China,Dealership
13/03/2020,2020.0,BMW 6 Series,48059.0,1.0,South America,Brazil,Dealership
13/03/2020,2020.0,BMW X7,65502.0,2.0,Africa,Egypt,Dealership
13/03/2020,2020.0,BMW X4,64758.0,4.0,Asia,Japan,Wholesale
14/03/2020,2020.0,BMW X7,108755.0,4.0,Africa,Nigeria,Wholesale
14/03/2020,2020.0,BMW 8 Series,90217.0,5.0,Asia,China,Wholesale
15/03/2020,2020.0,BMW i8,39212.0,5.0,South America,Brazil,Dealership
15/03/2020,2020.0,BMW 6 Series,66380.0,4.0,Africa,Morocco,Dealership
15/03/2020,2020.0,BMW X1,119439.0,5.0,Europe,Italy,Wholesale
16/03/2020,2020.0,BMW M2,54204.0,3.0,North America,Mexico,Wholesale
16/03/2020,2020.0,BMW M5,45770.0,2.0,Europe,United Kingdom,Wholesale
16/03/2020,2020.0,BMW 2 Series,110221.0,4.0,Africa,Kenya,Dealership
16/03/2020,2020.0,BMW 3 Series,86035.0,3.0,South America,Colombia,Dealership
17/03/2020,2020.0,BMW M2,106610.0,1.0,Europe,Spain,Wholesale
18/03/2020,2020.0,BMW X4,43543.0,1.0,North America,United States,Wholesale
18/03/2020,2020.0,BMW 1 Series,78754.0,5.0,South America,Colombia,Wholesale
18/03/2020,2020.0,BMW M2,72536.0,5.0,South America,Colombia,Dealership
19/03/2020,2020.0,BMW M3,89502.0,3.0,North America,Mexico,Dealership
19/03/2020,2020.0,BMW M4,39415.0,1.0,Asia,South Korea,Dealership
19/03/2020,2020.0,BMW M2,78436.0,4.0,North America,Canada,Wholesale
19/03/2020,2020.0,BMW X1,57563.0,2.0,Europe,France,Wholesale
19/03/2020,2020.0,BMW iX,51663.0,5.0,Asia,Thailand,Wholesale
21/03/2020,2020.0,BMW M3,97933.0,3.0,Europe,Italy,Wholesale
21/03/2020,2020.0,BMW 6 Series,64024.0,5.0,Africa,Egypt,Wholesale
21/03/2020,2020.0,BMW X3,89850.0,3.0,Africa,Kenya,Wholesale
21/03/2020,2020.0,BMW iX,118421.0,1.0,North America,Canada,Dealership
21/03/2020,2020.0,BMW iX3,57011.0,5.0,Asia,South Korea,Wholesale
21/03/2020,2020.0,BMW M4,100486.0,3.0,Asia,South Korea,Wholesale
22/03/2020,2020.0,BMW i3,88956.0,3.0,Europe,United Kingdom,Dealership
22/03/2020,2020.0,BMW M3,67133.0,5.0,Europe,Italy,Wholesale
22/03/2020,2020.0,BMW X2,51310.0,2.0,North America,United States,Dealership
22/03/2020,2020.0,BMW M2,55230.0,4.0,North America,Canada,Wholesale
23/03/2020,2020.0,BMW 4 Series,48043.0,1.0,South America,Brazil,Wholesale
23/03/2020,2020.0,BMW 1 Series,81009.0,5.0,Africa,Morocco,Dealership
24/03/2020,2020.0,BMW 6 Series,79630.0,5.0,Africa,Nigeria,Wholesale
25/03/2020,2020.0,BMW 2 Series,70615.0,2.0,Europe,Spain,Wholesale
25/03/2020,2020.0,BMW i8,43319.0,1.0,Europe,Spain,Wholesale
25/03/2020,2020.0,BMW X7,36393.0,5.0,North America,Mexico,Wholesale
25/03/2020,2020.0,BMW 5 Series,107381.0,2.0,Asia,Japan,Wholesale
25/03/2020,2020.0,BMW i8,66131.0,4.0,South America,Argentina,Wholesale
25/03/2020,2020.0,BMW i3,69384.0,3.0,Asia,Japan,Wholesale
26/03/2020,2020.0,BMW X6,53268.0,4.0,Africa,Morocco,Wholesale
26/03/2020,2020.0,BMW iX,39642.0,4.0,North America,Canada,Wholesale
27/03/2020,2020.0,BMW M2,33658.0,4.0,North America,Canada,Dealership
27/03/2020,2020.0,BMW i3,40796.0,4.0,Africa,Kenya,Dealership
28/03/2020,2020.0,BMW 3 Series,82289.0,3.0,Asia,South Korea,Wholesale
28/03/2020,2020.0,BMW X1,53060.0,1.0,Europe,Spain,Wholesale
28/03/2020,2020.0,BMW iX,91800.0,1.0,Europe,Italy,Wholesale
28/03/2020,2020.0,BMW 2 Series,52622.0,2.0,Africa,Egypt,Dealership
28/03/2020,2020.0,BMW 6 Series,43589.0,2.0,Asia,Thailand,Wholesale
29/03/2020,2020.0,BMW X4,73255.0,5.0,Asia,Thailand,Wholesale
30/03/2020,2020.0,BMW M3,44833.0,4.0,North America,Canada,Dealership
30/03/2020,2020.0,BMW 5 Series,87541.0,4.0,North America,Mexico,Wholesale
30/03/2020,2020.0,BMW X3,88024.0,3.0,North America,United States,Wholesale
30/03/2020,2020.0,BMW X7,94105.0,4.0,South America,Colombia,Wholesale
30/03/2020,2020.0,BMW X3,51910.0,3.0,Africa,Morocco,Dealership
31/03/2020,2020.0,BMW X7,109066.0,5.0,Asia,India,Wholesale
31/03/2020,2020.0,BMW M2,111664.0,2.0,Africa,South Africa,Wholesale
01/04/2020,2020.0,BMW 5 Series,77324.0,2.0,South America,Colombia,Dealership
01/04/2020,2020.0,BMW X1,77659.0,5.0,North America,United States,Wholesale
01/04/2020,2020.0,BMW 5 Series,38900.0,5.0,Europe,Germany,Wholesale
01/04/2020,2020.0,BMW i3,107042.0,4.0,Asia,India,Dealership
02/04/2020,2020.0,BMW Z4,95681.0,2.0,South America,Peru,Wholesale
02/04/2020,2020.0,BMW M4,54641.0,1.0,North America,United States,Wholesale
02/04/2020,2020.0,BMW M4,93670.0,5.0,Asia,Japan,Dealership
03/04/2020,2020.0,BMW X7,66833.0,2.0,Africa,Morocco,Wholesale
03/04/2020,2020.0,BMW X7,69579.0,2.0,South America,Colombia,Dealership
04/04/2020,2020.0,BMW i4,60311.0,3.0,Africa,Morocco,Wholesale
04/04/2020,2020.0,BMW X4,109486.0,2.0,Europe,France,Wholesale
05/04/2020,2020.0,BMW 4 Series,108730.0,5.0,Asia,India,Wholesale
06/04/2020,2020.0,BMW M8,73997.0,4.0,South America,Colombia,Dealership
07/04/2020,2020.0,BMW X2,52612.0,2.0,Asia,South Korea,Dealership
07/04/2020,2020.0,BMW iX3,56564.0,1.0,Asia,South Korea,Wholesale
08/04/2020,2020.0,BMW X2,119767.0,5.0,North America,Mexico,Dealership
08/04/2020,2020.0,BMW X6,44819.0,4.0,South America,Chile,Dealership
09/04/2020,2020.0,BMW 4 Series,47127.0,4.0,Asia,Thailand,Wholesale
09/04/2020,2020.0,BMW 1 Series,61308.0,5.0,Africa,South Africa,Wholesale
09/04/2020,2020.0,BMW X1,100114.0,4.0,Asia,China,Dealership
10/04/2020,2020.0,BMW 7 Series,73346.0,1.0,Europe,United Kingdom,Wholesale
10/04/2020,2020.0,BMW X7,30247.0,2.0,North America,Mexico,Wholesale
10/04/2020,2020.0,BMW M5,114597.0,5.0,North America,Canada,Wholesale
10/04/2020,2020.0,BMW M4,82483.0,2.0,South America,Peru,Wholesale
10/04/2020,2020.0,BMW 6 Series,75856.0,2.0,Europe,France,Wholesale
10/04/2020,2020.0,BMW X2,74651.0,4.0,North America,Canada,Dealership
11/04/2020,2020.0,BMW 7 Series,58134.0,5.0,South America,Brazil,Dealership
12/04/2020,2020.0,BMW 4 Series,41718.0,2.0,North America,United States,Wholesale
12/04/2020,2020.0,BMW Z4,40327.0,3.0,South America,Brazil,Wholesale
13/04/2020,2020.0,BMW i3,101473.0,1.0,Asia,Thailand,Dealership
14/04/2020,2020.0,BMW X7,74550.0,4.0,South America,Colombia,Wholesale
14/04/2020,2020.0,BMW 8 Series,76647.0,5.0,North America,United States,Wholesale
15/04/2020,2020.0,BMW i3,37045.0,5.0,Europe,Italy,Wholesale
15/04/2020,2020.0,BMW 7 Series,98326.0,4.0,South America,Chile,Wholesale
16/04/2020,2020.0,BMW 8 Series,68718.0,2.0,Africa,South Africa,Wholesale
17/04/2020,2020.0,BMW 2 Series,34843.0,4.0,Asia,Thailand,Wholesale
17/04/2020,2020.0,BMW i4,83164.0,5.0,North America,United States,Dealership
18/04/2020,2020.0,BMW X4,96937.0,3.0,Asia,Japan,Wholesale
18/04/2020,2020.0,BMW 5 Series,37297.0,2.0,Africa,South Africa,Wholesale
19/04/2020,2020.0,BMW M8,46860.0,4.0,Europe,France,Wholesale
19/04/2020,2020.0,BMW X7,71274.0,5.0,Asia,South Korea,Wholesale
19/04/2020,2020.0,BMW Z4,54318.0,5.0,South America,Chile,Wholesale
19/04/2020,2020.0,BMW X4,59301.0,5.0,South America,Argentina,Wholesale
20/04/2020,2020.0,BMW M5,46791.0,3.0,South America,Chile,Wholesale
20/04/2020,2020.0,BMW iX3,48456.0,2.0,North America,United States,Wholesale
20/04/2020,2020.0,BMW M5,99503.0,4.0,Africa,Nigeria,Dealership
20/04/2020,2020.0,BMW X5,116673.0,2.0,Asia,Thailand,Dealership
21/04/2020,2020.0,BMW X1,52247.0,5.0,Europe,Spain,Wholesale
21/04/2020,2020.0,BMW 5 Series,82384.0,3.0,Asia,China,Wholesale
22/04/2020,2020.0,BMW 1 Series,33423.0,3.0,North America,Canada,Dealership
22/04/2020,2020.0,BMW 7 Series,103541.0,5.0,North America,Mexico,Wholesale
22/04/2020,2020.0,BMW iX3,80581.0,2.0,South America,Peru,Dealership
23/04/2020,2020.0,BMW M2,97868.0,2.0,Europe,United Kingdom,Wholesale
24/04/2020,2020.0,BMW M3,82838.0,3.0,Europe,Italy,Dealership
24/04/2020,2020.0,BMW X5,41311.0,1.0,South America,Chile,Wholesale
25/04/2020,2020.0,BMW iX,74293.0,3.0,Africa,Egypt,Dealership
26/04/2020,2020.0,BMW 3 Series,101102.0,3.0,North America,Canada,Wholesale
26/04/2020,2020.0,BMW X4,76705.0,4.0,Europe,France,Wholesale
26/04/2020,2020.0,BMW X5,69827.0,3.0,North America,Canada,Dealership
27/04/2020,2020.0,BMW 2 Series,61708.0,1.0,North America,Canada,Dealership
27/04/2020,2020.0,BMW 3 Series,33328.0,3.0,South America,Colombia,Wholesale
27/04/2020,2020.0,BMW X2,97393.0,2.0,Europe,France,Dealership
27/04/2020,2020.0,BMW M8,46006.0,4.0,South America,Argentina,Dealership
27/04/2020,2020.0,BMW X4,114114.0,4.0,Europe,France,Wholesale
28/04/2020,2020.0,BMW iX3,119749.0,3.0,Asia,India,Wholesale
28/04/2020,2020.0,BMW X1,53434.0,4.0,Europe,Italy,Wholesale
28/04/2020,2020.0,BMW M3,90359.0,4.0,South America,Colombia,Wholesale
28/04/2020,2020.0,BMW iX3,46608.0,3.0,North America,Canada,Wholesale
28/04/2020,2020.0,BMW X6,76233.0,1.0,North America,United States,Wholesale
30/04/2020,2020.0,BMW 6 Series,30715.0,3.0,Europe,Germany,Dealership
30/04/2020,2020.0,BMW 8 Series,46328.0,2.0,Asia,South Korea,Wholesale
01/05/2020,2020.0,BMW M8,94802.0,5.0,South America,Chile,Wholesale
02/05/2020,2020.0,BMW X4,79214.0,1.0,Europe,Germany,Dealership
02/05/2020,2020.0,BMW 5 Series,76978.0,3.0,South America,Argentina,Wholesale
02/05/2020,2020.0,BMW M3,38203.0,1.0,South America,Brazil,Wholesale
03/05/2020,2020.0,BMW i4,78311.0,5.0,North America,United States,Wholesale
04/05/2020,2020.0,BMW M5,89867.0,4.0,North America,United States,Wholesale
04/05/2020,2020.0,BMW 8 Series,98956.0,4.0,North America,United States,Wholesale
05/05/2020,2020.0,BMW X5,58436.0,5.0,Asia,China,Wholesale
05/05/2020,2020.0,BMW 8 Series,45290.0,4.0,Europe,Spain,Dealership
05/05/2020,2020.0,BMW 1 Series,74959.0,1.0,Africa,Morocco,Wholesale
06/05/2020,2020.0,BMW Z4,47085.0,4.0,South America,Brazil,Wholesale
06/05/2020,2020.0,BMW X5,83001.0,5.0,Africa,Egypt,Wholesale
06/05/2020,2020.0,BMW 7 Series,109258.0,5.0,Europe,Spain,Wholesale
07/05/2020,2020.0,BMW 4 Series,118052.0,5.0,North America,United States,Wholesale
07/05/2020,2020.0,BMW X1,32042.0,2.0,South America,Colombia,Wholesale
07/05/2020,2020.0,BMW Z4,103563.0,1.0,Africa,Morocco,Dealership
07/05/2020,2020.0,BMW 1 Series,34554.0,5.0,Asia,China,Wholesale
08/05/2020,2020.0,BMW 3 Series,91305.0,1.0,North America,United States,Wholesale
08/05/2020,2020.0,BMW M4,91797.0,2.0,South America,Colombia,Dealership
08/05/2020,2020.0,BMW M8,109870.0,1.0,South America,Brazil,Wholesale
09/05/2020,2020.0,BMW 6 Series,48223.0,3.0,Africa,Egypt,Dealership
09/05/2020,2020.0,BMW M2,75411.0,2.0,South America,Chile,Dealership
10/05/2020,2020.0,BMW 1 Series,78846.0,2.0,Africa,Nigeria,Wholesale
10/05/2020,2020.0,BMW X1,103206.0,4.0,Africa,Kenya,Dealership
10/05/2020,2020.0,BMW M2,64261.0,5.0,North America,United States,Wholesale
11/05/2020,2020.0,BMW 2 Series,77672.0,2.0,North America,United States,Wholesale
12/05/2020,2020.0,BMW X3,104363.0,1.0,South America,Colombia,Wholesale
12/05/2020,2020.0,BMW M2,86994.0,3.0,Europe,Spain,Dealership
12/05/2020,2020.0,BMW 3 Series,110774.0,1.0,Africa,South Africa,Dealership
12/05/2020,2020.0,BMW M3,44628.0,1.0,Asia,India,Wholesale
13/05/2020,2020.0,BMW i3,71787.0,3.0,Europe,Italy,Wholesale
13/05/2020,2020.0,BMW 8 Series,66232.0,4.0,Africa,Nigeria,Wholesale
13/05/2020,2020.0,BMW X6,116700.0,5.0,Europe,Spain,Wholesale
14/05/2020,2020.0,BMW X1,93073.0,2.0,Europe,Spain,Dealership
15/05/2020,2020.0,BMW iX3,90598.0,5.0,Africa,Egypt,Wholesale
15/05/2020,2020.0,BMW M3,43416.0,4.0,South America,Chile,Wholesale
16/05/2020,2020.0,BMW 8 Series,111456.0,3.0,North America,Mexico,Wholesale
16/05/2020,2020.0,BMW i3,43269.0,5.0,Asia,Japan,Dealership
17/05/2020,2020.0,BMW X5,57571.0,1.0,Asia,Japan,Dealership
17/05/2020,2020.0,BMW X3,32018.0,2.0,Africa,Egypt,Dealership
17/05/2020,2020.0,BMW X4,106340.0,2.0,Africa,South Africa,Wholesale
18/05/2020,2020.0,BMW X1,36486.0,4.0,Asia,India,Wholesale
18/05/2020,2020.0,BMW 7 Series,42860.0,4.0,Asia,China,Wholesale
18/05/2020,2020.0,BMW Z4,83408.0,3.0,Asia,China,Wholesale
18/05/2020,2020.0,BMW M3,116677.0,4.0,Africa,Egypt,Wholesale
18/05/2020,2020.0,BMW 5 Series,111951.0,5.0,Africa,Nigeria,Wholesale
20/05/2020,2020.0,BMW M5,85700.0,2.0,Asia,China,Wholesale
20/05/2020,2020.0,BMW X2,88369.0,3.0,South America,Colombia,Wholesale
20/05/2020,2020.0,BMW X4,65916.0,4.0,Asia,Japan,Wholesale
20/05/2020,2020.0,BMW 7 Series,82097.0,1.0,North America,United States,Dealership
21/05/2020,2020.0,BMW i4,77628.0,2.0,Asia,China,Dealership
21/05/2020,2020.0,BMW 6 Series,90434.0,3.0,North America,Mexico,Wholesale
22/05/2020,2020.0,BMW 2 Series,32991.0,2.0,North America,Canada,Dealership
22/05/2020,2020.0,BMW M2,106964.0,5.0,Asia,Japan,Wholesale
22/05/2020,2020.0,BMW i3,70431.0,4.0,Africa,Morocco,Dealership
22/05/2020,2020.0,BMW X3,44550.0,4.0,Asia,Thailand,Wholesale
22/05/2020,2020.0,BMW Z4,57284.0,4.0,Asia,South Korea,Wholesale
23/05/2020,2020.0,BMW M2,55236.0,1.0,North America,Mexico,Wholesale
23/05/2020,2020.0,BMW X6,37771.0,5.0,Europe,Spain,Wholesale
23/05/2020,2020.0,BMW iX,100874.0,1.0,Asia,Japan,Wholesale
23/05/2020,2020.0,BMW 1 Series,31690.0,5.0,Asia,Thailand,Dealership
23/05/2020,2020.0,BMW 2 Series,113335.0,5.0,North America,Canada,Wholesale
23/05/2020,2020.0,BMW X1,45009.0,5.0,North America,Mexico,Dealership
24/05/2020,2020.0,BMW M2,36639.0,4.0,South America,Colombia,Dealership
25/05/2020,2020.0,BMW Z4,59052.0,4.0,Europe,Italy,Wholesale
25/05/2020,2020.0,BMW 6 Series,95199.0,4.0,South America,Colombia,Wholesale
25/05/2020,2020.0,BMW i4,50836.0,1.0,South America,Argentina,Wholesale
25/05/2020,2020.0,BMW 8 Series,80004.0,3.0,North America,Canada,Dealership
25/05/2020,2020.0,BMW i4,37907.0,5.0,South America,Brazil,Wholesale
26/05/2020,2020.0,BMW X3,80226.0,1.0,Europe,Italy,Wholesale
26/05/2020,2020.0,BMW X4,111289.0,4.0,Europe,Spain,Wholesale
26/05/2020,2020.0,BMW X6,114564.0,4.0,Asia,China,Wholesale
26/05/2020,2020.0,BMW 1 Series,118373.0,3.0,Europe,Spain,Dealership
26/05/2020,2020.0,BMW M2,117822.0,4.0,South America,Colombia,Wholesale
27/05/2020,2020.0,BMW 1 Series,65583.0,5.0,Asia,Japan,Wholesale
28/05/2020,2020.0,BMW 2 Series,42281.0,2.0,South America,Brazil,Dealership
29/05/2020,2020.0,BMW M3,50243.0,4.0,North America,United States,Dealership
29/05/2020,2020.0,BMW 3 Series,107902.0,3.0,Asia,South Korea,Dealership
29/05/2020,2020.0,BMW M3,51990.0,2.0,Europe,Italy,Dealership
29/05/2020,2020.0,BMW 4 Series,33567.0,5.0,Europe,Italy,Wholesale
30/05/2020,2020.0,BMW Z4,113725.0,5.0,Africa,Kenya,Wholesale
30/05/2020,2020.0,BMW X6,51803.0,5.0,North America,Canada,Wholesale
30/05/2020,2020.0,BMW X4,100960.0,3.0,Asia,Japan,Wholesale
30/05/2020,2020.0,BMW X6,84979.0,2.0,North America,Mexico,Wholesale
30/05/2020,2020.0,BMW X2,119838.0,5.0,Europe,Italy,Dealership
30/05/2020,2020.0,BMW 8 Series,109598.0,4.0,North America,Mexico,Dealership
31/05/2020,2020.0,BMW X6,99830.0,2.0,Africa,Egypt,Dealership
01/06/2020,2020.0,BMW 3 Series,88967.0,5.0,North America,Canada,Dealership
01/06/2020,2020.0,BMW X7,43176.0,2.0,Africa,Kenya,Wholesale
01/06/2020,2020.0,BMW X7,31915.0,4.0,South America,Argentina,Wholesale
01/06/2020,2020.0,BMW X3,78500.0,1.0,Europe,Italy,Dealership
01/06/2020,2020.0,BMW M5,109271.0,5.0,Africa,Morocco,Wholesale
01/06/2020,2020.0,BMW X5,110067.0,4.0,Asia,China,Dealership
01/06/2020,2020.0,BMW 1 Series,50526.0,3.0,Europe,Italy,Wholesale
01/06/2020,2020.0,BMW 5 Series,64723.0,5.0,North America,Canada,Wholesale
02/06/2020,2020.0,BMW M8,94390.0,1.0,North America,Mexico,Wholesale
02/06/2020,2020.0,BMW 1 Series,114577.0,4.0,North America,Mexico,Wholesale
02/06/2020,2020.0,BMW M2,54729.0,4.0,North America,United States,Wholesale
02/06/2020,2020.0,BMW M2,52744.0,2.0,South America,Chile,Wholesale
02/06/2020,2020.0,BMW M3,83912.0,5.0,Africa,Egypt,Wholesale
02/06/2020,2020.0,BMW Z4,119930.0,1.0,North America,United States,Wholesale
03/06/2020,2020.0,BMW 6 Series,58869.0,3.0,Africa,Kenya,Wholesale
03/06/2020,2020.0,BMW M2,51485.0,2.0,Africa,Morocco,Dealership
03/06/2020,2020.0,BMW X2,101210.0,5.0,Europe,Germany,Dealership
04/06/2020,2020.0,BMW iX,60845.0,1.0,South America,Chile,Dealership
04/06/2020,2020.0,BMW 3 Series,59055.0,2.0,South America,Colombia,Dealership
05/06/2020,2020.0,BMW X3,53746.0,1.0,North America,United States,Wholesale
05/06/2020,2020.0,BMW 3 Series,95088.0,1.0,Asia,South Korea,Dealership
05/06/2020,2020.0,BMW 3 Series,73938.0,2.0,South America,Argentina,Wholesale
05/06/2020,2020.0,BMW i4,84407.0,2.0,South America,Argentina,Wholesale
05/06/2020,2020.0,BMW 1 Series,58015.0,5.0,Africa,South Africa,Wholesale
05/06/2020,2020.0,BMW M2,93372.0,2.0,Asia,China,Wholesale
06/06/2020,2020.0,BMW i8,53814.0,5.0,Africa,Kenya,Wholesale
07/06/2020,2020.0,BMW 2 Series,37085.0,1.0,Africa,Morocco,Wholesale
07/06/2020,2020.0,BMW M4,79934.0,2.0,Asia,Thailand,Dealership
